Product_ID,Product_Name,Category,Supplier_ID,Lead_Time_Days,Supplier_Rating,Month,Year,Forecast_Demand,Current_Stock,Safety_Stock,Reorder_Level,Reorder_Qty,Risk_Score,Risk_Status
P008,Product_8,Personal Care,S013,15,3.3,9,2025,33,1997,114,376.0,0,0.02,Low
P009,Product_9,Snacks,S014,7,4.5,7,2025,41,572,197,331.0,0,0.07,Low
P009,Product_9,Snacks,S014,7,4.5,8,2025,40,572,197,331.0,0,0.07,Low
P009,Product_9,Snacks,S014,7,4.5,9,2025,40,572,197,331.0,0,0.07,Low
P010,Product_10,Beverages,S012,6,4.53,7,2025,36,385,114,165.0,0,0.09,Low
P010,Product_10,Beverages,S012,6,4.53,8,2025,37,385,114,165.0,0,0.1,Low
P010,Product_10,Beverages,S012,6,4.53,9,2025,37,385,114,165.0,0,0.1,Low
P011,Product_11,Dairy,S050,2,4.59,7,2025,36,1891,154,350.0,0,0.02,Low
P011,Product_11,Dairy,S050,2,4.59,8,2025,42,1891,154,350.0,0,0.02,Low
P011,Product_11,Dairy,S050,2,4.59,9,2025,45,1891,154,350.0,0,0.02,Low
P012,Product_12,Household,S038,3,4.98,7,2025,38,307,87,367.0,0,0.12,Low
P012,Product_12,Household,S038,3,4.98,8,2025,47,307,87,367.0,0,0.15,Low
P012,Product_12,Household,S038,3,4.98,9,2025,36,307,87,367.0,0,0.12,Low
P013,Product_13,Personal Care,S043,3,3.84,7,2025,38,52,166,145.0,152,0.72,Medium
P013,Product_13,Personal Care,S043,3,3.84,8,2025,36,52,166,145.0,150,0.68,Medium
P013,Product_13,Personal Care,S043,3,3.84,9,2025,37,52,166,145.0,151,0.7,Medium
P014,Product_14,Personal Care,S041,10,4.74,7,2025,32,845,166,250.0,0,0.04,Low
P014,Product_14,Personal Care,S041,10,4.74,8,2025,30,845,166,250.0,0,0.04,Low
P014,Product_14,Personal Care,S041,10,4.74,9,2025,33,845,166,250.0,0,0.04,Low
P015,Product_15,Personal Care,S048,17,3.24,7,2025,34,802,141,416.0,0,0.04,Low
P015,Product_15,Personal Care,S048,17,3.24,8,2025,33,802,141,416.0,0,0.04,Low
P015,Product_15,Personal Care,S048,17,3.24,9,2025,33,802,141,416.0,0,0.04,Low
P016,Product_16,Personal Care,S006,6,3.14,7,2025,34,1239,165,347.0,0,0.03,Low
P016,Product_16,Personal Care,S006,6,3.14,8,2025,34,1239,165,347.0,0,0.03,Low
P016,Product_16,Personal Care,S006,6,3.14,9,2025,32,1239,165,347.0,0,0.03,Low
P017,Product_17,Dairy,S045,6,3.18,7,2025,32,1755,136,154.0,0,0.02,Low
P017,Product_17,Dairy,S045,6,3.18,8,2025,33,1755,136,154.0,0,0.02,Low
P017,Product_17,Dairy,S045,6,3.18,9,2025,33,1755,136,154.0,0,0.02,Low
P018,Product_18,Beverages,S004,7,4.43,7,2025,41,1865,106,116.0,0,0.02,Low
P018,Product_18,Beverages,S004,7,4.43,8,2025,40,1865,106,116.0,0,0.02,Low
P018,Product_18,Beverages,S004,7,4.43,9,2025,41,1865,106,116.0,0,0.02,Low
P019,Product_19,Household,S024,4,4.31,7,2025,36,579,160,332.0,0,0.06,Low
P019,Product_19,Household,S024,4,4.31,8,2025,37,579,160,332.0,0,0.06,Low
P019,Product_19,Household,S024,4,4.31,9,2025,37,579,160,332.0,0,0.06,Low
P020,Product_20,Dairy,S030,18,2.82,7,2025,36,1961,175,284.0,0,0.02,Low
P020,Product_20,Dairy,S030,18,2.82,8,2025,32,1961,175,284.0,0,0.02,Low
P020,Product_20,Dairy,S030,18,2.82,9,2025,31,1961,175,284.0,0,0.02,Low
P021,Product_21,Dairy,S018,2,3.29,7,2025,35,1265,176,484.0,0,0.03,Low
P021,Product_21,Dairy,S018,2,3.29,8,2025,29,1265,176,484.0,0,0.02,Low
P021,Product_21,Dairy,S018,2,3.29,9,2025,32,1265,176,484.0,0,0.03,Low
P022,Product_22,Snacks,S008,10,3.64,7,2025,32,139,81,308.0,0,0.23,Low
P022,Product_22,Snacks,S008,10,3.64,8,2025,34,139,81,308.0,0,0.24,Low
P022,Product_22,Snacks,S008,10,3.64,9,2025,33,139,81,308.0,0,0.24,Low
P023,Product_23,Beverages,S010,14,4.96,7,2025,31,1876,151,472.0,0,0.02,Low
P023,Product_23,Beverages,S010,14,4.96,8,2025,28,1876,151,472.0,0,0.01,Low
P023,Product_23,Beverages,S010,14,4.96,9,2025,34,1876,151,472.0,0,0.02,Low
P024,Product_24,Household,S042,6,4.7,7,2025,32,275,50,185.0,0,0.12,Low
P024,Product_24,Household,S042,6,4.7,8,2025,28,275,50,185.0,0,0.1,Low
P024,Product_24,Household,S042,6,4.7,9,2025,27,275,50,185.0,0,0.1,Low
P025,Product_25,Personal Care,S016,18,3.04,7,2025,35,1177,135,278.0,0,0.03,Low
P025,Product_25,Personal Care,S016,18,3.04,8,2025,31,1177,135,278.0,0,0.03,Low
P025,Product_25,Personal Care,S016,18,3.04,9,2025,32,1177,135,278.0,0,0.03,Low
P026,Product_26,Personal Care,S016,18,3.04,7,2025,35,1581,135,155.0,0,0.02,Low
P026,Product_26,Personal Care,S016,18,3.04,8,2025,31,1581,135,155.0,0,0.02,Low
P026,Product_26,Personal Care,S016,18,3.04,9,2025,32,1581,135,155.0,0,0.02,Low
P027,Product_27,Dairy,S047,14,3.99,7,2025,38,498,104,329.0,0,0.08,Low
P027,Product_27,Dairy,S047,14,3.99,8,2025,37,498,104,329.0,0,0.07,Low
P027,Product_27,Dairy,S047,14,3.99,9,2025,41,498,104,329.0,0,0.08,Low
P028,Product_28,Household,S008,10,3.64,7,2025,32,541,199,175.0,0,0.06,Low
P028,Product_28,Household,S008,10,3.64,8,2025,34,541,199,175.0,0,0.06,Low
P028,Product_28,Household,S008,10,3.64,9,2025,33,541,199,175.0,0,0.06,Low
P029,Product_29,Dairy,S046,12,2.63,7,2025,35,952,182,296.0,0,0.04,Low
P029,Product_29,Dairy,S046,12,2.63,8,2025,36,952,182,296.0,0,0.04,Low
P029,Product_29,Dairy,S046,12,2.63,9,2025,37,952,182,296.0,0,0.04,Low
P030,Product_30,Dairy,S047,14,3.99,7,2025,38,1769,55,237.0,0,0.02,Low
P030,Product_30,Dairy,S047,14,3.99,8,2025,37,1769,55,237.0,0,0.02,Low
P030,Product_30,Dairy,S047,14,3.99,9,2025,41,1769,55,237.0,0,0.02,Low
P031,Product_31,Dairy,S030,18,2.82,7,2025,36,447,81,174.0,0,0.08,Low
P031,Product_31,Dairy,S030,18,2.82,8,2025,32,447,81,174.0,0,0.07,Low
P031,Product_31,Dairy,S030,18,2.82,9,2025,31,447,81,174.0,0,0.07,Low
P032,Product_32,Snacks,S009,17,4.01,7,2025,34,1326,81,138.0,0,0.03,Low
P032,Product_32,Snacks,S009,17,4.01,8,2025,34,1326,81,138.0,0,0.03,Low
P032,Product_32,Snacks,S009,17,4.01,9,2025,36,1326,81,138.0,0,0.03,Low
P033,Product_33,Beverages,S008,10,3.64,7,2025,32,905,184,304.0,0,0.04,Low
P033,Product_33,Beverages,S008,10,3.64,8,2025,34,905,184,304.0,0,0.04,Low
P033,Product_33,Beverages,S008,10,3.64,9,2025,33,905,184,304.0,0,0.04,Low
P034,Product_34,Dairy,S015,6,4.0,7,2025,41,223,127,478.0,0,0.18,Low
P034,Product_34,Dairy,S015,6,4.0,8,2025,43,223,127,478.0,0,0.19,Low
P034,Product_34,Dairy,S015,6,4.0,9,2025,40,223,127,478.0,0,0.18,Low
P035,Product_35,Household,S029,2,3.98,7,2025,43,1421,159,179.0,0,0.03,Low
P035,Product_35,Household,S029,2,3.98,8,2025,50,1421,159,179.0,0,0.04,Low
P035,Product_35,Household,S029,2,3.98,9,2025,45,1421,159,179.0,0,0.03,Low
P036,Product_36,Beverages,S008,10,3.64,7,2025,32,1665,171,261.0,0,0.02,Low
P036,Product_36,Beverages,S008,10,3.64,8,2025,34,1665,171,261.0,0,0.02,Low
P036,Product_36,Beverages,S008,10,3.64,9,2025,33,1665,171,261.0,0,0.02,Low
P037,Product_37,Household,S023,5,2.91,7,2025,37,1151,165,189.0,0,0.03,Low
P037,Product_37,Household,S023,5,2.91,8,2025,35,1151,165,189.0,0,0.03,Low
P037,Product_37,Household,S023,5,2.91,9,2025,38,1151,165,189.0,0,0.03,Low
P038,Product_38,Household,S006,6,3.14,7,2025,34,352,63,423.0,0,0.1,Low
P038,Product_38,Household,S006,6,3.14,8,2025,34,352,63,423.0,0,0.1,Low
P038,Product_38,Household,S006,6,3.14,9,2025,32,352,63,423.0,0,0.09,Low
P039,Product_39,Snacks,S028,4,4.73,7,2025,33,311,71,265.0,0,0.11,Low
P039,Product_39,Snacks,S028,4,4.73,8,2025,33,311,71,265.0,0,0.11,Low
P039,Product_39,Snacks,S028,4,4.73,9,2025,33,311,71,265.0,0,0.11,Low
P040,Product_40,Personal Care,S002,6,4.05,7,2025,37,846,109,489.0,0,0.04,Low
P040,Product_40,Personal Care,S002,6,4.05,8,2025,37,846,109,489.0,0,0.04,Low
P040,Product_40,Personal Care,S002,6,4.05,9,2025,37,846,109,489.0,0,0.04,Low
P041,Product_41,Beverages,S036,2,2.51,7,2025,29,1012,100,198.0,0,0.03,Low
P041,Product_41,Beverages,S036,2,2.51,8,2025,30,1012,100,198.0,0,0.03,Low
P041,Product_41,Beverages,S036,2,2.51,9,2025,34,1012,100,198.0,0,0.03,Low
P042,Product_42,Personal Care,S003,6,2.91,7,2025,37,1104,162,132.0,0,0.03,Low
P042,Product_42,Personal Care,S003,6,2.91,8,2025,37,1104,162,132.0,0,0.03,Low
P042,Product_42,Personal Care,S003,6,2.91,9,2025,36,1104,162,132.0,0,0.03,Low
P043,Product_43,Personal Care,S010,14,4.96,7,2025,31,487,73,333.0,0,0.06,Low
P043,Product_43,Personal Care,S010,14,4.96,8,2025,28,487,73,333.0,0,0.06,Low
P043,Product_43,Personal Care,S010,14,4.96,9,2025,34,487,73,333.0,0,0.07,Low
P044,Product_44,Snacks,S009,17,4.01,7,2025,34,1001,105,360.0,0,0.03,Low
P044,Product_44,Snacks,S009,17,4.01,8,2025,34,1001,105,360.0,0,0.03,Low
P044,Product_44,Snacks,S009,17,4.01,9,2025,36,1001,105,360.0,0,0.04,Low
P045,Product_45,Beverages,S042,6,4.7,7,2025,32,590,85,496.0,0,0.05,Low
P045,Product_45,Beverages,S042,6,4.7,8,2025,28,590,85,496.0,0,0.05,Low
P045,Product_45,Beverages,S042,6,4.7,9,2025,27,590,85,496.0,0,0.05,Low
P046,Product_46,Household,S003,6,2.91,7,2025,37,1372,78,448.0,0,0.03,Low
P046,Product_46,Household,S003,6,2.91,8,2025,37,1372,78,448.0,0,0.03,Low
P046,Product_46,Household,S003,6,2.91,9,2025,36,1372,78,448.0,0,0.03,Low
P047,Product_47,Dairy,S022,14,2.55,7,2025,33,1592,75,453.0,0,0.02,Low
P047,Product_47,Dairy,S022,14,2.55,8,2025,34,1592,75,453.0,0,0.02,Low
P047,Product_47,Dairy,S022,14,2.55,9,2025,38,1592,75,453.0,0,0.02,Low
P048,Product_48,Household,S030,18,2.82,7,2025,36,1305,79,353.0,0,0.03,Low
P048,Product_48,Household,S030,18,2.82,8,2025,32,1305,79,353.0,0,0.02,Low
P048,Product_48,Household,S030,18,2.82,9,2025,31,1305,79,353.0,0,0.02,Low
P049,Product_49,Personal Care,S026,2,4.35,7,2025,37,2,134,243.0,169,12.33,High
P049,Product_49,Personal Care,S026,2,4.35,8,2025,39,2,134,243.0,171,13.0,High
P049,Product_49,Personal Care,S026,2,4.35,9,2025,38,2,134,243.0,170,12.67,High
P050,Product_50,Personal Care,S035,16,4.98,7,2025,42,1984,111,271.0,0,0.02,Low
P050,Product_50,Personal Care,S035,16,4.98,8,2025,31,1984,111,271.0,0,0.02,Low
P050,Product_50,Personal Care,S035,16,4.98,9,2025,37,1984,111,271.0,0,0.02,Low
P051,Product_51,Personal Care,S041,10,4.74,7,2025,32,47,115,153.0,100,0.67,Medium
P051,Product_51,Personal Care,S041,10,4.74,8,2025,30,47,115,153.0,98,0.62,Medium
P051,Product_51,Personal Care,S041,10,4.74,9,2025,33,47,115,153.0,101,0.69,Medium
P052,Product_52,Beverages,S020,10,2.57,7,2025,34,1998,121,272.0,0,0.02,Low
P052,Product_52,Beverages,S020,10,2.57,8,2025,33,1998,121,272.0,0,0.02,Low
P052,Product_52,Beverages,S020,10,2.57,9,2025,32,1998,121,272.0,0,0.02,Low
P053,Product_53,Snacks,S042,6,4.7,7,2025,32,63,161,245.0,130,0.5,Medium
P053,Product_53,Snacks,S042,6,4.7,8,2025,28,63,161,245.0,126,0.44,Low
P053,Product_53,Snacks,S042,6,4.7,9,2025,27,63,161,245.0,125,0.42,Low
P054,Product_54,Dairy,S016,18,3.04,7,2025,35,1032,179,114.0,0,0.03,Low
P054,Product_54,Dairy,S016,18,3.04,8,2025,31,1032,179,114.0,0,0.03,Low
P054,Product_54,Dairy,S016,18,3.04,9,2025,32,1032,179,114.0,0,0.03,Low
P055,Product_55,Dairy,S050,2,4.59,7,2025,36,211,128,181.0,0,0.17,Low
P055,Product_55,Dairy,S050,2,4.59,8,2025,42,211,128,181.0,0,0.2,Low
P055,Product_55,Dairy,S050,2,4.59,9,2025,45,211,128,181.0,0,0.21,Low
P056,Product_56,Beverages,S026,2,4.35,7,2025,37,190,146,313.0,0,0.19,Low
P056,Product_56,Beverages,S026,2,4.35,8,2025,39,190,146,313.0,0,0.2,Low
P056,Product_56,Beverages,S026,2,4.35,9,2025,38,190,146,313.0,0,0.2,Low
P057,Product_57,Dairy,S037,4,2.54,7,2025,36,1366,160,247.0,0,0.03,Low
P057,Product_57,Dairy,S037,4,2.54,8,2025,35,1366,160,247.0,0,0.03,Low
P057,Product_57,Dairy,S037,4,2.54,9,2025,41,1366,160,247.0,0,0.03,Low
P058,Product_58,Beverages,S044,12,4.05,7,2025,34,1455,153,497.0,0,0.02,Low
P058,Product_58,Beverages,S044,12,4.05,8,2025,35,1455,153,497.0,0,0.02,Low
P058,Product_58,Beverages,S044,12,4.05,9,2025,36,1455,153,497.0,0,0.02,Low
P059,Product_59,Personal Care,S040,13,2.82,7,2025,36,236,70,291.0,0,0.15,Low
P059,Product_59,Personal Care,S040,13,2.82,8,2025,34,236,70,291.0,0,0.14,Low
P059,Product_59,Personal Care,S040,13,2.82,9,2025,34,236,70,291.0,0,0.14,Low
P060,Product_60,Personal Care,S043,3,3.84,7,2025,38,1953,197,483.0,0,0.02,Low
P060,Product_60,Personal Care,S043,3,3.84,8,2025,36,1953,197,483.0,0,0.02,Low
P060,Product_60,Personal Care,S043,3,3.84,9,2025,37,1953,197,483.0,0,0.02,Low
P061,Product_61,Household,S027,7,3.29,7,2025,33,640,74,364.0,0,0.05,Low
P061,Product_61,Household,S027,7,3.29,8,2025,33,640,74,364.0,0,0.05,Low
P061,Product_61,Household,S027,7,3.29,9,2025,33,640,74,364.0,0,0.05,Low
P062,Product_62,Personal Care,S003,6,2.91,7,2025,37,636,111,116.0,0,0.06,Low
P062,Product_62,Personal Care,S003,6,2.91,8,2025,37,636,111,116.0,0,0.06,Low
P062,Product_62,Personal Care,S003,6,2.91,9,2025,36,636,111,116.0,0,0.06,Low
P063,Product_63,Snacks,S025,12,4.27,7,2025,35,593,147,181.0,0,0.06,Low
P063,Product_63,Snacks,S025,12,4.27,8,2025,35,593,147,181.0,0,0.06,Low
P063,Product_63,Snacks,S025,12,4.27,9,2025,36,593,147,181.0,0,0.06,Low
P064,Product_64,Household,S010,14,4.96,7,2025,31,922,110,382.0,0,0.03,Low
P064,Product_64,Household,S010,14,4.96,8,2025,28,922,110,382.0,0,0.03,Low
P064,Product_64,Household,S010,14,4.96,9,2025,34,922,110,382.0,0,0.04,Low
P065,Product_65,Dairy,S045,6,3.18,7,2025,32,355,86,318.0,0,0.09,Low
P065,Product_65,Dairy,S045,6,3.18,8,2025,33,355,86,318.0,0,0.09,Low
P065,Product_65,Dairy,S045,6,3.18,9,2025,33,355,86,318.0,0,0.09,Low
P066,Product_66,Snacks,S012,6,4.53,7,2025,36,849,188,220.0,0,0.04,Low
P066,Product_66,Snacks,S012,6,4.53,8,2025,37,849,188,220.0,0,0.04,Low
P066,Product_66,Snacks,S012,6,4.53,9,2025,37,849,188,220.0,0,0.04,Low
P067,Product_67,Household,S012,6,4.53,7,2025,36,419,60,308.0,0,0.09,Low
P067,Product_67,Household,S012,6,4.53,8,2025,37,419,60,308.0,0,0.09,Low
P067,Product_67,Household,S012,6,4.53,9,2025,37,419,60,308.0,0,0.09,Low
P068,Product_68,Snacks,S013,15,3.3,7,2025,36,102,86,461.0,20,0.35,Low
P068,Product_68,Snacks,S013,15,3.3,8,2025,34,102,86,461.0,18,0.33,Low
P068,Product_68,Snacks,S013,15,3.3,9,2025,33,102,86,461.0,17,0.32,Low
P069,Product_69,Beverages,S033,18,2.93,7,2025,35,737,198,255.0,0,0.05,Low
P069,Product_69,Beverages,S033,18,2.93,8,2025,36,737,198,255.0,0,0.05,Low
P069,Product_69,Beverages,S033,18,2.93,9,2025,42,737,198,255.0,0,0.06,Low
P070,Product_70,Dairy,S029,2,3.98,7,2025,43,1344,159,118.0,0,0.03,Low
P070,Product_70,Dairy,S029,2,3.98,8,2025,50,1344,159,118.0,0,0.04,Low
P070,Product_70,Dairy,S029,2,3.98,9,2025,45,1344,159,118.0,0,0.03,Low
P071,Product_71,Personal Care,S048,17,3.24,7,2025,34,1526,63,224.0,0,0.02,Low
P071,Product_71,Personal Care,S048,17,3.24,8,2025,33,1526,63,224.0,0,0.02,Low
P071,Product_71,Personal Care,S048,17,3.24,9,2025,33,1526,63,224.0,0,0.02,Low
P072,Product_72,Beverages,S021,17,3.37,7,2025,33,706,163,474.0,0,0.05,Low
P072,Product_72,Beverages,S021,17,3.37,8,2025,34,706,163,474.0,0,0.05,Low
P072,Product_72,Beverages,S021,17,3.37,9,2025,34,706,163,474.0,0,0.05,Low
P073,Product_73,Dairy,S015,6,4.0,7,2025,41,647,195,404.0,0,0.06,Low
P073,Product_73,Dairy,S015,6,4.0,8,2025,43,647,195,404.0,0,0.07,Low
P073,Product_73,Dairy,S015,6,4.0,9,2025,40,647,195,404.0,0,0.06,Low
P074,Product_74,Beverages,S003,6,2.91,7,2025,37,1574,64,434.0,0,0.02,Low
P074,Product_74,Beverages,S003,6,2.91,8,2025,37,1574,64,434.0,0,0.02,Low
P074,Product_74,Beverages,S003,6,2.91,9,2025,36,1574,64,434.0,0,0.02,Low
P075,Product_75,Personal Care,S001,11,4.63,7,2025,39,1362,112,464.0,0,0.03,Low
P075,Product_75,Personal Care,S001,11,4.63,8,2025,40,1362,112,464.0,0,0.03,Low
P075,Product_75,Personal Care,S001,11,4.63,9,2025,41,1362,112,464.0,0,0.03,Low
P076,Product_76,Dairy,S019,10,2.7,7,2025,33,1664,120,147.0,0,0.02,Low
P076,Product_76,Dairy,S019,10,2.7,8,2025,31,1664,120,147.0,0,0.02,Low
P076,Product_76,Dairy,S019,10,2.7,9,2025,32,1664,120,147.0,0,0.02,Low
P077,Product_77,Snacks,S047,14,3.99,7,2025,38,1812,69,213.0,0,0.02,Low
P077,Product_77,Snacks,S047,14,3.99,8,2025,37,1812,69,213.0,0,0.02,Low
P077,Product_77,Snacks,S047,14,3.99,9,2025,41,1812,69,213.0,0,0.02,Low
P078,Product_78,Snacks,S027,7,3.29,7,2025,33,1642,80,123.0,0,0.02,Low
P078,Product_78,Snacks,S027,7,3.29,8,2025,33,1642,80,123.0,0,0.02,Low
P078,Product_78,Snacks,S027,7,3.29,9,2025,33,1642,80,123.0,0,0.02,Low
P079,Product_79,Dairy,S045,6,3.18,7,2025,32,1872,76,101.0,0,0.02,Low
P079,Product_79,Dairy,S045,6,3.18,8,2025,33,1872,76,101.0,0,0.02,Low
P079,Product_79,Dairy,S045,6,3.18,9,2025,33,1872,76,101.0,0,0.02,Low
P080,Product_80,Personal Care,S006,6,3.14,7,2025,34,833,77,433.0,0,0.04,Low
P080,Product_80,Personal Care,S006,6,3.14,8,2025,34,833,77,433.0,0,0.04,Low
P080,Product_80,Personal Care,S006,6,3.14,9,2025,32,833,77,433.0,0,0.04,Low
P081,Product_81,Household,S005,12,4.64,7,2025,38,789,110,474.0,0,0.05,Low
P081,Product_81,Household,S005,12,4.64,8,2025,37,789,110,474.0,0,0.05,Low
P081,Product_81,Household,S005,12,4.64,9,2025,43,789,110,474.0,0,0.05,Low
P082,Product_82,Dairy,S042,6,4.7,7,2025,32,643,119,162.0,0,0.05,Low
P082,Product_82,Dairy,S042,6,4.7,8,2025,28,643,119,162.0,0,0.04,Low
P082,Product_82,Dairy,S042,6,4.7,9,2025,27,643,119,162.0,0,0.04,Low
P083,Product_83,Beverages,S006,6,3.14,7,2025,34,470,85,388.0,0,0.07,Low
P083,Product_83,Beverages,S006,6,3.14,8,2025,34,470,85,388.0,0,0.07,Low
P083,Product_83,Beverages,S006,6,3.14,9,2025,32,470,85,388.0,0,0.07,Low
P084,Product_84,Household,S003,6,2.91,7,2025,37,1497,93,313.0,0,0.02,Low
P084,Product_84,Household,S003,6,2.91,8,2025,37,1497,93,313.0,0,0.02,Low
P084,Product_84,Household,S003,6,2.91,9,2025,36,1497,93,313.0,0,0.02,Low
P085,Product_85,Personal Care,S021,17,3.37,7,2025,33,1428,78,127.0,0,0.02,Low
P085,Product_85,Personal Care,S021,17,3.37,8,2025,34,1428,78,127.0,0,0.02,Low
P085,Product_85,Personal Care,S021,17,3.37,9,2025,34,1428,78,127.0,0,0.02,Low
P086,Product_86,Personal Care,S047,14,3.99,7,2025,38,1602,169,466.0,0,0.02,Low
P086,Product_86,Personal Care,S047,14,3.99,8,2025,37,1602,169,466.0,0,0.02,Low
P086,Product_86,Personal Care,S047,14,3.99,9,2025,41,1602,169,466.0,0,0.03,Low
P087,Product_87,Beverages,S035,16,4.98,7,2025,42,334,81,448.0,0,0.13,Low
P087,Product_87,Beverages,S035,16,4.98,8,2025,31,334,81,448.0,0,0.09,Low
P087,Product_87,Beverages,S035,16,4.98,9,2025,37,334,81,448.0,0,0.11,Low
P088,Product_88,Snacks,S005,12,4.64,7,2025,38,982,186,326.0,0,0.04,Low
P088,Product_88,Snacks,S005,12,4.64,8,2025,37,982,186,326.0,0,0.04,Low
P088,Product_88,Snacks,S005,12,4.64,9,2025,43,982,186,326.0,0,0.04,Low
P089,Product_89,Personal Care,S042,6,4.7,7,2025,32,443,130,383.0,0,0.07,Low
P089,Product_89,Personal Care,S042,6,4.7,8,2025,28,443,130,383.0,0,0.06,Low
P089,Product_89,Personal Care,S042,6,4.7,9,2025,27,443,130,383.0,0,0.06,Low
P090,Product_90,Household,S043,3,3.84,7,2025,38,1786,170,258.0,0,0.02,Low
P090,Product_90,Household,S043,3,3.84,8,2025,36,1786,170,258.0,0,0.02,Low
P090,Product_90,Household,S043,3,3.84,9,2025,37,1786,170,258.0,0,0.02,Low
P091,Product_91,Dairy,S041,10,4.74,7,2025,32,534,145,417.0,0,0.06,Low
P091,Product_91,Dairy,S041,10,4.74,8,2025,30,534,145,417.0,0,0.06,Low
P091,Product_91,Dairy,S041,10,4.74,9,2025,33,534,145,417.0,0,0.06,Low
P092,Product_92,Household,S046,12,2.63,7,2025,35,287,89,278.0,0,0.12,Low
P092,Product_92,Household,S046,12,2.63,8,2025,36,287,89,278.0,0,0.12,Low
P092,Product_92,Household,S046,12,2.63,9,2025,37,287,89,278.0,0,0.13,Low
P093,Product_93,Household,S012,6,4.53,7,2025,36,1139,140,495.0,0,0.03,Low
P093,Product_93,Household,S012,6,4.53,8,2025,37,1139,140,495.0,0,0.03,Low
P093,Product_93,Household,S012,6,4.53,9,2025,37,1139,140,495.0,0,0.03,Low
P094,Product_94,Snacks,S049,10,4.16,7,2025,35,1758,91,125.0,0,0.02,Low
P094,Product_94,Snacks,S049,10,4.16,8,2025,36,1758,91,125.0,0,0.02,Low
P094,Product_94,Snacks,S049,10,4.16,9,2025,39,1758,91,125.0,0,0.02,Low
P095,Product_95,Household,S017,10,3.54,7,2025,33,1831,67,168.0,0,0.02,Low
P095,Product_95,Household,S017,10,3.54,8,2025,33,1831,67,168.0,0,0.02,Low
P095,Product_95,Household,S017,10,3.54,9,2025,33,1831,67,168.0,0,0.02,Low
P096,Product_96,Snacks,S041,10,4.74,7,2025,32,192,88,487.0,0,0.17,Low
P096,Product_96,Snacks,S041,10,4.74,8,2025,30,192,88,487.0,0,0.16,Low
P096,Product_96,Snacks,S041,10,4.74,9,2025,33,192,88,487.0,0,0.17,Low
P097,Product_97,Snacks,S029,2,3.98,7,2025,43,651,91,215.0,0,0.07,Low
P097,Product_97,Snacks,S029,2,3.98,8,2025,50,651,91,215.0,0,0.08,Low
P097,Product_97,Snacks,S029,2,3.98,9,2025,45,651,91,215.0,0,0.07,Low
P098,Product_98,Personal Care,S039,14,3.96,7,2025,36,307,70,224.0,0,0.12,Low
P098,Product_98,Personal Care,S039,14,3.96,8,2025,36,307,70,224.0,0,0.12,Low
P098,Product_98,Personal Care,S039,14,3.96,9,2025,39,307,70,224.0,0,0.13,Low
P099,Product_99,Personal Care,S032,2,4.23,7,2025,35,615,53,416.0,0,0.06,Low
P099,Product_99,Personal Care,S032,2,4.23,8,2025,37,615,53,416.0,0,0.06,Low
P099,Product_99,Personal Care,S032,2,4.23,9,2025,37,615,53,416.0,0,0.06,Low
